Expediente;Período;Legislatura;Fecha;Proponente;Parlamento;Título;Objeto
06635/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;09/11/2020;Congreso;Podemos Perú;LEY QUE DECLARA DE INTERÉS NACIONAL LA REPATRIACIÓN DE LOS RESTOS MORTALES DE FERNANDO TÚPAC AMARU BASTIDAS;Propone declarar de interés nacional la repatriación desde España, de los restos mortales de Fernando Túpac Amaru Bastidas y su ubicación en el inmueble denominado la Casa de José Gabriel Túpac Amaru Noguera, Túpac Amaru II, de propiedad de la Municipalidad distrital de Túpac Amaru, ubicada en la Plaza de Armas de Tungasuca, distrito de Túpac Amaru, provincia de Canas, región Cusco.
06634/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;09/11/2020;Congreso;No Agrupados;LEY QUE PROMUEVE LA PARTICIPACIÓN DE MUJERES Y PERSONAS EN SITUACIÓN DE VULNERABILIDAD EN LA DESIGNACIÓN DE CARGOS DE CONFIANZA EN EL PODER EJECUTIVO;Propone ley que promueve la participación de mujeres y personas en situación de vulnerabilidaad en la designación de cargos de confianza en el Poder Ejecutivo.
06633/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;09/11/2020;Congreso;Podemos Perú;RESOLUCIÓN LEGISLATIVA QUE MODIFICA EL INCISO J) DEL ARTÍCULO 22 DEL REGLAMENTO DEL CONGRESO DE LA REPÚBLICA Y ESTABLECE EL MÓDULO BÁSICO DE PERSONAL EN EL DESPACHO DEL CONGRESISTA DE LA REPÚBLICA;Propone modificar el inciso j) del artículo 22 del Reglamento del Congreso de la República estableciendo el número mínimo de personas que componen el módulo de personal de asesoría y apoyo en el despacho del Congresista de la República.
06632/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;09/11/2020;Congreso;Podemos Perú;LEY QUE DISPONE QUE EL MONTO CORRESPONDIENTE AL IGV QUE SE DEDUCE DEL PAGO QUE REALIZA LAS MUNICIPALIDADES AS LAS EMPRESAS PROVEEDORAS DEL PROGRAMA DE VASO DE LECHE (PVL) POR LA COMPRA DE INSUMOS, SEA DISPUESTO PARA EL INCREMENTO DEL PRESUPUESTO DE DICHO PROGRAMA SOCIAL;Propone que las Municipalidades puedan disponer del Impuesto General a las Ventas (IGV), que se deduce del pago total por concepto de compra de insumos alimentarios para el Programa del Vaso de Leche, a fin de incremenear el presupuesto de dicho programa social con el fin de contar con más insumos alimenticios.
06631/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;09/11/2020;Congreso;Podemos Perú;LEY DE SALVAGUARDA DEL AFILIADO AL SISTEMA PRIVADO DE ADMINISTRACIÓN DE FONDO DE PENSIONES;Propone salvaguardar al afiliado del Sistema Privado de Administración de Fondo de Pensiones, dictando disposiciones para el retiro de fondos de las Cuentas Individuales de Capitalización (CIC), tanto para los que dejaron de aportar, así como para los que vienen aportando al sistema, además de otorgar mejores condiciones para preservar los mismos, eliminando la comisión por saldo.
06630/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;09/11/2020;Congreso;Unión por el Perú;LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 39 DE LA CONSTITUCIÓN DEL ESTADO;Propone modificar el artículo 39 de la Constitución Política del Perú.
06629/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;06/11/2020;Congreso;Acción Popular;LEY QUE DESARROLLA, EL CARÁCTER NO DELIBERANTE DE LAS FUERZAS ARMADAS;Propone ley que tiene por objeto desarrollar, el carácter no deliberante de las Fuerzas Armadas (FFAA) peruanas, y de determinar los supuestos que transgreden contenido en el artículo 169 de la Constitución Política del Perú.
06628/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;06/11/2020;Congreso;Partido Morado;LEY QUE PROMUEVE LA CREACIÓN DE FILIALES DE UNIVERSIDADES PÚBLICAS;Propone modificar la Ley Universitaria, Ley 30220, y establecer medidas adicionales a fin de promover la creación de filiales de universidades públicas licenciadas para garantizar una oferta educativa descentralizada y favorecer el acceso a la educación superior universitaria.
06627/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;06/11/2020;Congreso;Podemos Perú;LEY PARA EL SANEAMIENTO DE LA PROPIEDAD DE POSESIONARIOS DE INMUEBLES ADQUIRIDOS Y/O CONSTRUIDOS CON RECURSOS DEL FONAVI;Propone establecer nuevos criterios para el saneamiento de la propiedad mediante un pago pecunario justo y flexible de los posesionarios y/o titulares de terrenos adquiridos y/o construidos con recursos de FONAVI, así como para los titulares de créditos vencidos, o contrato resuelto, pero que mantienen en posesión las viviendas adquiridas o construidas por el FONAVI.
06626/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;06/11/2020;Congreso;Podemos Perú;LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL PARA EL AÑO FISCAL 2021, SE ASIGNE RECURSOS PARA COMPLETAR EL PAGO DE DEUDA A FAVOR DEL PERSONAL POLICIAL EN ACTIVIDAD Y EN RETIRO, EN APLICACIÒN DE LOS DECRETOS DE URGENCIA 090-96, 073-97 Y 011-99;Propone declarar de necesidad pública e interés nacional la asignación de recursos para el pago de los adeudos del 2% en favor del personal polical en actividad y en retiro, reconocidos en los Decretos de Urgencia 090-96, 073-97 y 011-99.
06625/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;06/11/2020;Congreso;Frente Amplio por Justicia, Vida y Libertad;LEY PARA LA PROTECCIÓN DE LAS PERSONAS DEFENSORAS DE DERECHOS HUMANOS;Propone ley para la protección de las personas defensoras de derechos humanos.
06624/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;06/11/2020;Congreso;Frente Amplio por Justicia, Vida y Libertad;RESOLUCIÓN LEGISLATIVA QUE MODIFICA EL ARTÍCULO 25 DEL REGLAMENTO DEL CONGRESO DE LA REPÚBLICA, PARA LA REGULACIÓN DE LAS CAUSALES DE REEMPLAZO DEL CONGRESISTA POR EL ACCESITARIO;Propone modificar el artículo 25 del Reglamento del Congreso de la República, para la regulación de las causales de reemplazo del Congresista por el Accesitario.
06623/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;06/11/2020;Congreso;Podemos Perú;LEY QUE MODIFICA LOS ARTÍCULOS 473, 476-A Y 481-A DEL CÓDIGO PROCESAL PENAL, REFERIDOS AL PROCESO ESPÈCIAL POR COLABORACIÓN EFICAZ;Propone modificar los artículos 473, 476-A y 481-A del Código Procesal Penal, referidos al Proceso Especial por Colaboración Eficaz.
06622/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;06/11/2020;Congreso;Podemos Perú;LEY QUE REGULA EL IMPEDIMIENTO DE INGRESO AL PAÍS DE EXTRANJEROS QUE MANTENGAN SENTENCIAS PENALES Y/U ORDENES DE CAPTURA VIGENTES Y LA EXPULSIÓN DE EXTRANJEROS CONDENADOS POR FALTAS Y/O DELITOS EN EL PERÚ;Propone impedir el ingreso al territorio nacional de personas extranjeras que, mantengan sentencias penales y/u órdenes de capturas vitgentes, así como regular la expulsión de extanjeros condenados por la comisión de delitos y/o falta tipificados en el código penal
06621/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;06/11/2020;Congreso;Alianza Para el Progreso;LEY QUE INCORPORA A LOS EXCOMBATIENTES DE LA ZONA DEL ALTO CENEPAZ DURANTE EL CONFLICTO CON EL ECUADOR EN 1995, CALIFICADOS COMO COMBATIENTES EN LA ZONA DEL ALTO CENEPA, DENTRO DE LOS ALCANCES DEL ARTÍCULO 10 DE LA LEY 24053;"Propone incorporar a los excombatientes de la Zona del Alto Cenepa durante el conflicto con el Ecuador de 1995, calificados como Combatientes en la Zona del Alto Cenepa, dentro de los alcances del artículo 10 de la Ley 24053, """"Ley que denomina Campaña Militar de 1914, a los gloriosos hechos de armas cumplidos en Zarumilla y en la Frontera Nor Oriente, y declara el 31 de julio Día Central Conmerativo"""", en reconocimiento a su contribución a la defensa de la soberanía nacional."
06620/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;06/11/2020;Congreso;Alianza Para el Progreso;LEY QUE ESTABLECE LA APLICACIÓN GENERAL DE LA ELIMINACIÓN DE BARRERAS BUROCRÁTICAS EN ARAS DE APOYAR A LOS EMPRENDIMIENTOS Y MICRO Y PEQUEÑAS EMPRESAS;Propone afirmar el rol de INDECOPI en los procesos de declaración de Barreras Burocráticas así como la aplicación general de sus disposiciones respecto de estas con el fin de apoyar al desarrollo de las micro y pequeñas empresas y la generación de nuevos emprendimientos.
06619/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;06/11/2020;Congreso;Alianza Para el Progreso;LEY QUE PRORROGA LA EXONERACIÓN DEL ARTÍCULO 19 DEL TUO DE LA LEY DEL IMPUESTO A LA RENTA;Propone ley que prorroga la exoneración del artículo 19 del Texto Único Ordenado de la Ley del Impuesto a la Renta.
06618/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;05/11/2020;Congreso;Frente Popular Agrícola del Perú;LEY DE PROTECCIÓN SOCIAL DE LOS TRABAJADORES PORTEADORES;Propone ampliar y garantizar el ámbito de protección social de los trabajadores porteadores en el país, establecido en la Ley 27607.
06617/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;05/11/2020;Congreso;Somos Perú;LEY DE CADENA PERPETUA PARA CRIMINALES ALTAMENTE VIOLENTOS (LEY PECAV);Propone establecer la pena de cadena perpetua para criminales altamente violentos que cometen graves delitos contra la vida y la libertad sexual de múltiples víctimas o son reincidentes en estos delitos u otros delitos graves-
06616/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;05/11/2020;Congreso;Somos Perú;LEY QUE MAXIMIZA LA TRANSPARENCIA EN LA INFORMACIÓN PÚBLICA PARA LUCHAR CONTRA LA CORRUPCIÓN;Propone establecer que el Colegio de Periodistas del Perú designe a un representante especial de transparencia y que el Consejo de la Prensa Peruana designe a los Presidentes del Tribunal de Transparencia y Acceso a la Información Pública, con el fin de maximizar los principios constitucionales de transparencia, lucha contra la corrupción y buena administración, de conformiedad con la Constitución Política y con la jurisprudencia del Tribunal Constitucional.
06615/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;05/11/2020;Congreso;Somos Perú;LEY QUE CREA EL IMPUESTO DE SOLIDARIDAD SOBRE LA FORTUNA;Propone crear el impuesto de Solidaridad Sobre la Fortuna al gravar el patrimonio personal de las personas naturales, las sociedades conyugales y las sucesiones intestadas mediante un impuesto progresivo.
06614/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;05/11/2020;Congreso;Somos Perú;LEY QUE MODIFICA EL DECRETO LEGISLATIVO 1105-2012 Y LA LEY 27651;"Propone modificar el artículo 2 inciso b) del Decreto Legislativo 1105-2012 sustituyendo la denominación de """"Minería informal"""" por la de """"Minería de emprendimiento""""."
06613/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;05/11/2020;Congreso;Somos Perú;LEY QUE ESTABLECE LA FACTURA MINERA SIMPLIFICADA COMO COMPROBANTES DE PAGO COMO COMPLEMENTO AL PROCESO DE FORMALIZACIÓN MINERA;Propone ley que establece la factura minera simplificada como comprobantes de pago como complemento al proceso de formalizaciòn minera.
06612/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;05/11/2020;Congreso;Somos Perú;LEY DE REFORMA INTEGRAL DEL SISTEMA NACIONAL DE PENSIONES;Propone reforma integral del Sistema Nacional de Pensiones.
06611/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;05/11/2020;Congreso;Acción Popular;LEY QUE AMPLÍA LA COBERTURA DEL SOAT PARA ATENCIÓN VETERINARIA DE ANIMALES QUE SUFREN ACCIDENTES DE TRÁNSITO;Propone modificar el párrafo 30.2 del artículo 30 de la Ley 28181, Ley General de Transporte y Tránsito Terrestre, con la finalidad de ampliar la cobertura del Seguro Obligatorio de Accidentes de Tránsito (SOAT) para que cubra las atenciones veterinarias de animales de compañía afectados por accidentes de tránsito.
06610/2020-PE;2016 - 2021;Segunda Legislatura Ordinaria 2020;05/11/2020;Poder Ejecutivo;;RESOLUCIÓN LEGISLATIVA QUE AUTORIZA EL INGRESO DE PERSONAL MILITAR Y UNIDADES NAVALES EXTRANJERAS AL TERRITORIO DE LA REPÚBLICA DEL PERÚ;Propone someter a consideración del Congreso de la República, con el voto aprobatorio del Consejo de Ministros, el Proyecto de Resolución Legislativa que autoriza el ingreso de personal militar y unidades navales extranjeras al terrioorio de la República del Perú.
06609/2020-PE;2016 - 2021;Segunda Legislatura Ordinaria 2020;05/11/2020;Poder Ejecutivo;;LEY QUE MODIFICA DIVERSOS ARTÍCULOS A LA LEY 26872, LEY DE CONCILIACIÓN;Propone someter a consideración del Congreso de la República, con el voto aprobatorio del Consejeo de Ministros, el Proyecto de Ley que modifica diversos artículos a la Ley 26872, Ley de Conciliación.
06608/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;05/11/2020;Congreso;Alianza Para el Progreso;LEY QUE DECLARA DE INTERÉS NACIONAL Y DE NECESIDAD PÚBLICA LA CREACIÓN DE LA PROVINCIA DE MONZÓN EN EL DEPARTAMENTO DE HUÁNUCO;Propone declarar de interés nacional y de necesidad pública la creación de la provincia de Monzón en el departamento de Huánuco
06607/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;05/11/2020;Congreso;Alianza Para el Progreso;LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA CREACIÓN E IMPLEMENTACIÓN DEL PARQUE CIENTÍFICO-TECNOLÓGICO E INDUSTRIAL DEL VALLE DEL ALTO HUALLAGA;Propone declarar de necesidad pública e interés nacional la creación e implementación del Parque Científico Técnológico e Industrial del Valle del Alto Huallaga.
06606/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;05/11/2020;Congreso;Frente Popular Agrícola del Perú;-LEY QUE PROMUEVE EL DESARROLLO INTEGRAL DEL SISTEMA DE RIEGO DE LA CUENCA ALTA, MEDIA Y BAJA DEL RÍO CUNAS;Propone ley que promueve el desarrollo integral del sistema de riego de la cuenca alta media y baja del río Cunas
06605/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;05/11/2020;Congreso;Alianza Para el Progreso;LEY QUE INCORPORA A LOS TRABAJADORES DEL RENIEC QUE SE ENCUENTRAN BAJO EL RÉGIMEN CAS AL RÉGIMEN LABORAL DEL DECRETO LEGISLATIVO 728;Propone incorporar a los trabajadores del Registro Nacional de Identificación y Estado Civil-RENIEC, que se encuentran contratados bajo el régimen del Decreto Legislativo 1057, Decreto Legislativo que regula el régimen especial de Contratación Administrativa de Servicios (CAS), al régimen laboral del Decreto Legislativo 728, Ley de Fomento del Empleo.
06604/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;05/11/2020;Congreso;Alianza Para el Progreso;LEY QUE MODIFICA LA LEY 29972, PARA EL FORTALECIMIENTO DE LAS ACTIVIDADES DE PRODUCTORES AGRARIOS QUE REALIZAN DENTRO DE SUS UNIDADES PRODUCTIVAS A TRAVÉS DE LAS COOPERATIVAS;Propone ley que modifica la Ley 29972, para el fortalecimiento de las actividades de productores agrarios que realizan dentro de sus unidades productivas a través de las cooperativas.
06603/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;05/11/2020;Congreso;Alianza Para el Progreso;LEY DE PROMOCIÓN DEL EMPLEO Y LA PRODUCCIÓN NACIONAL CON ENFOQUE EN LAS MICRO Y PEQUEÑAS EMPRESAS;Propone ley de promoción del empleo y la producción nacional con enfoque en las Micro y Pequeñas Empresas.
06602/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;05/11/2020;Congreso;Alianza Para el Progreso;LEY QUE DECLARA DE INTERÉS NACICONAL Y NECESIDAD PÚBLICA EL MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICICOS DE SALUD DEL CENTRO DE SALUD DEL DISTRITO DE COMAS, PROVINCIA DE CONCEPCIÓN, DEPARTAMENTO DE JUNÍN;Propone declarar de interés nacional y necesidad pública el mejoramiento y ampliación de los servicios de salud del Centro de Salud de Comas, en el distrito de Comas, provincia de concepción, departamento de Junín
06601/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;05/11/2020;Congreso;Acción Popular;LEY QUE DEROGA LA ÚNICA DISPOSICIÓN COMPLEMENTARIA MODIFICATORIA DEL DECRETO LEGISLATIVO 1424;Propone derogar a partir del 01 de enero de 2021 la Única Disposición Complementaria Modificatoria del Decreto Legislativo 1424 y deja sin efecto la modificación efectuada en el inciso a) del artículo 37 de la Ley del Impuesto a la Renta, por el artículo 3 de dicho Decreto Legislativo, con el objeto de mitigar los impactos negativos de la crisis económica y financiera por la Pandemia del COVI-19.
06600/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;04/11/2020;Congreso;Acción Popular;LEY QUE REGULA A LAS EMPRESAS PROVEEDORAS DE SERVICIOS DE TAXI POR APLICATIVOS TECNOLÓGICOS MÓVILES-APP;Propone regular a las empresas proveedoras de servicios de taxis por aplicativos tecnológicos móviles-APP y crear un registro nacional con la finalidad de garantizar los derechos y seguridad de los proveedores y usuarios.
06599/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;04/11/2020;Congreso;Acción Popular;LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA INTANGIBILIDAD E INTEGRIDAD TERRITORIAL DEL BOSQUE MACUYA, CON FINES DE INVESTIGACIÓN UNIVERSITARIA, EN CUMPLIMIENTO DE LA LEY 23994, LEY QUE CREA LA PROVINCIA DE PUERTO INCA EN EL DEPARTAMENTO DE HUÁNUCO;Propone declarar de interés nacional y necesidad pública la intangibilidad e integridad territorial del Bosque Macuya, con fines de investigación universitaria en cumplimiento de la Ley 23994, Ley que crea la provincia de Puerto Inca en el departamento de Huánuco.
06598/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;04/11/2020;Congreso;Acción Popular;LEY DE OTORGAMIENTO DE PENSIÓN BÁSICA UNIVERSAL PARA TODOS LOS PERUANOS SIN EXCEPCIÓN;Propone ley de otorgamiento de Pensión Básica Universal (PBU) para todos los peruanos sin excepción, estén o no afiliados a un sistema previsional.
06597/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;04/11/2020;Congreso;Partido Morado;LEY QUE DECLARA DE NECESIDAD PÚBLICA Y PREFERENTE INTERÉS NACIONAL, LA CONSTRUCCIÓN DE LOS RESERVORIOS COMPRENDIDOS EN EL PROYECTO ALTO PIURA, EN EL MARCO DEL PLAN INTEGRAL DE RECONSTRUCCIÓN CON CAMBIOS;Propone ley que declara de necesidad pública y preferente interés nacional, la construcción de los reservorios comprendidos en el Proyecto Alto Piura en el marco del Plan Integral de Reconstrucción con Cambios.
06596/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;04/11/2020;Congreso;Frente Popular Agrícola del Perú;LEY QUE ESTABLECE LA COMPRA DIRECTA DE PRODUCTOS PROCEDENTES DE LA PESCA ARTESANAL;Propone ley que establece la compra directa de productos procedentes de la pesca artesanal.
06595/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;04/11/2020;Congreso;Frente Popular Agrícola del Perú;LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA PROTECCIÓN REATAURACAIÓN, INVESTIGACIÓN, CONSERVACIÓN, PUESTA EN VALOR, DIFUSIÓN Y PROMOCIÓN COMO DESTINO TURÍSTICO DE LOS SITIOS ARQUEOLÓGICOS PALACIO OQUENDO Y CAMINOS OQUENDO DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO;Propone ley que declara de interés nacional y necesidad pública la protecciòn, restauración, investigación, conservación, puesta en valor, difusión y promoción como destino turístico de los sitios arqueológicos Palacio Oquendo y Caminos Oquendo de la provincia constitucional del Callao.
06594/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;04/11/2020;Congreso;Acción Popular;LEY QUE FORTALECE EL ROL FISCALIZADOR DE LOS REGIDORES PARA UNA EFICAZ Y EFICIENTE UTILIZACIÓN DE LOS RECURSOS PÚBLICOS;Propone fottalecer el rol fiscalizador de los regidores al interior de las Municipalidades a fin de que se realice una eficaz y eficiente utilización de los recursos públicos en beneficio de los ciudadanos.
06593/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;03/11/2020;Congreso;No Agrupados;LEY QUE INCORPORA EL DELITO DE ARREBATO AL CÓDIGO PENAL;Propone incorporar el delito de arrebato al Código Penal y tipificar como delito autónomo del delito de hurto y del robo.
06592/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;03/11/2020;Congreso;Alianza Para el Progreso;LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL EL FINANCIAMIENTO Y CONSTRUCCIÓN DEL PUENTE SAN FRANCISCO EN LA RED VIAL NACIONAL RUTA PE-28 B:LA QUINUA-TAMBO SAN FRANCISCO;"Propone declarar de necesidad pública e interés nacional el financiamiento y ejecución del proyecto de inversión """"Reemplazo del puente San Fancisco en la red vial nacional ruta PE-28: La Quinua-Tambo-San Francisco"""", con la finalidad de mejorar la interconexión a la población de los departamentos de Ayacucho, Cusco y Junín."
06591/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;03/11/2020;Congreso;Frente Popular Agrícola del Perú;LEY QUE DECLARA DE INTERÉS NACIONAL LA RESTAURACIÓN, CONSERVACIÓN, PROTECCIÓN Y PUESTA EN VALOR DEL PUENTE DE PACHACHACA, UBICADO EN EL DISTRITO Y PROVINCIA DE ABANCAY, DEPARTAMENTO DE APURÍMAC;Propone declarar de interés nacional la restauración, conservación, protección y puesta en valor del Puente de Pachachaca, ubicado en el distrito y provincia de Abancay, departamento de Apurímac.
06590/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;03/11/2020;Congreso;Acción Popular;LEY QUE MODIFICA EL ARTÍCULO 30 DE LA LEY 27867, LEY ORGÁNICA DE GOBIERNOS REGIONALES E INCORPORA EL NEPOTISMO COMO CAUSAL DE VACANCIA DEL CARGO DE PRESIDENTE, VICEPRESIDENTE Y CONSEJEROS DEL GOBIERNO REGIONAL;Propone modificar la Ley 27867, Ley Orgánica de Gobiernos Regionales, incorporando el nepotismo como causal de vacancia del cargo de Presidente, Vicepresidente y Consejeros del Gobierno Regional.
06589/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;03/11/2020;Congreso;Acción Popular;LEY QUE ESTABLECE RÉGIMEN ESPECIAL LABORAL DE GUARDIANES O PORTEROS DE EDIFICIOS DE DEPARTAMENTOS CON FINES DE HABITACIÓN, QUINTAS, CONDOMINIOS U OTRAS UNIDADES DE VIVIENDA;Propone crear el régimen especial dirigidos a guardianes o porteros de edificios de departamentos con fines de habitación, quintas, condominios u otras unidades de vivienda con el objeto de garantizar los derechos y mejorar las condiciones de vida.
06588/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;03/11/2020;Congreso;Frente Amplio por Justicia, Vida y Libertad;LEY QUE ESTABLECE LAS ACCIONES PRIORITARIAS DE PREVENCIÓN, REMEDIACION, CONSERVACIÓN Y PROTECCIÓN DE LAS CUENCAS DE LOS RÍOS SANTA, MOCHE, CHICAMA Y JEQUETEPEQUE;Propone establecer las aciones prioritarias de prevención, remediación, conservación y protección de las cuencas de los ríos Santa, Moche, Chicama y Jequetepeque, a fin de garantizar los derechos a la vida, integridad, salud y ambiente de las comunidades, centros poblados y ciudades afectadas por los daños ambientales presentes en estas cuencas.
06587/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;03/11/2020;Congreso;Frente Popular Agrícola del Perú;LEY QUE DECLARA DE INTERÉS NACIONAL LA PROTECCIÓN, CONSERVACIÓN Y PUESTA EN VALOR DEL SITIO ARQUEOLÓGICO SAYWITE, UBICADO EN EL DISTRITO DE CURAHUASI, PROVINCIA DE ABANCAY, DEPARTAMENTO DE APURÍMAC, EN EL MARCO DE LA CONMEMORACIÓN DEL BICENTENARIO DE LA INDEPENDENCIA DEL PERÚ;Propone declarar de interés nacional la protección, conservación y puesta en valor del sitio arqueológico Saywite,, ubicado en el distrito de Curahuasi, provincia de Abancay, departamento de Apurímac, en el marco de la conmemoración del bicentenario de la Independencia del Perú
06586/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;02/11/2020;Congreso;Acción Popular;LEY QUE ESTABLECE LINEAMIENTOS PARA LA EMISIÓN DE LICENCIAS DE CONDUCIR DE VEHÍCULOS MOTORIZADOS O NO MOTORIZADOS PARA EL TRANSPORTE TERRESTRE Y ESTABLECE DISPOSICIONES COMPLEMENTARIAS;Proyecto de Ley que establece lineamientos para la emisión de licencias de conducir de vehículos motorizados y no motorizados para el transporte terrestre y establece Disposiciones Complementarias
06585/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;02/11/2020;Congreso;Acción Popular;LEY QUE ESTABLECE SEGURIDAD JURÍDICA LABORAL DE LOS TRABAJADORES DEL RÉGIMEN DEL CONTRATO ADMINISTRATIVO DE SERVICIO (CAS) YL TÉRMINO DE LA VIGENCIA DE LA APLICACIÓN DEL DECRETO LEGISLATIVO 1057, DECRETO LEGISLATIVO QUE REGULA EL RÉGIMEN ESPECIAL DE CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS, EN LAS INSTITUCIONES PÚBLICAS;Proyecto de Ley que establece Seguridad Jurídica Laboral de los Trabajadores del Régimen del Contrato Administrativo de Servicio (CAS) y el término de la vigencia de la aplicación del Decreto Legislativo 1057, Decreto Legislativo que Regula el Régimen Especial de Contatación Administrativa de Servicios, en las instituciones públicas
06584/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;02/11/2020;Congreso;Acción Popular;LEY QUE MODIFICA LA LEY 30864, LEY QUE OTORGA EL GRADO INMEDIATO SUPERIOR AL PERSONAL DE LA POLICÍA NACIONAL DEL PERÚ, EN SITUACIÓN DE ACTIVIDAD, EGRESADO DEL CENTRO DE FORMACIÓN PROFESIONAL DE LA SANIDAD DE LA POLICÍA NACIONAL DEL PERÍ, COMPRENDIDO EN EL ARTÍCULO 62 DE LA LEY 25066, LEY QUE AUTORIZA UN CREDITO SUPLEMENTARIO EN EL PRESUPUESTO DEL GOBIERNO CENTRAL PARA EL EJERCICIO FISCAL 1989, Y EN EL DECRETO SUPREMO 019-90-IN;Proyecto de Ley que modifica la Ley 30864, LEy que otorga el Grado Inmediato Superior al personal de la Policía Nacional del Perú, en situación de actividad, egresado del Centro de Formación Profesional de la Sanidad de la Policía Nacional del Perú, comprendido en el artículo 62 de la Ley 25066, Ley que autoriza un Crédito Suplementario en el Presupuesto del Gobierno Central para el ejercicio Fiscal 1989, y en el Decreto Supremo 019-90-IN
06583/2020-CR;2016 - 2021;Segunda Legislatura Ordinaria 2020;02/11/2020;Congreso;Acción Popular;LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA CONSTRUCCIÓN Y MEJORAMIENTO DE LA CARRETERA DEL TRAMO PASCO - HUACHÓN - HANCABAMBA - OXAPAMPA, EN LA REGIÓN PASCO;Proyecto de Ley que declara de necesidad pública e interés nacional la construcción y mejoramiento de la Carretera del Tramo Pasco - Huachón - Hancabamba - Oxapampa, en la Región Pasco
